Delay_Hours,Month,System Voltage,Consumer_Effected,System_Load (kW),Failure_Code,Location
0.73,November,33kV,12951,6000,A1,Location 6
3.55,November,33kV,2365,520,A1,Location 6
0.58,November,11kV,415,219,C1,Location 1
0.3,November,11kV,4790,4383,B1,Location 4
0.3,November,11kV,1585,3000,B1,Location 4
0.33,November,11kV,4770,2591,C2,Location 6
3.27,November,LV,524,29,D1,Location 6
0.03,November,11kV,5047,34267,C1,Location 2
0.03,November,11kV,5047,34267,C1,Location 2
0.02,November,33kV,11441,211950,A1,Location 3
0.5,November,LV,258,158,D2,Location 7
0.5,November,LV,154,108,D2,Location 5
0.45,November,11kV,4014,5078,C1,Location 5
0.68,November,11kV,2126,1378,C1,Location 5
0.42,November,11kV,1415,2190,C1,Location 5
0.92,November,LV,90,16,D1,Location 2
0.5,November,LV,77,22,D1,Location 1
6.73,November,LV,32,1,D2,Location 2
0.13,November,11kV,5891,8492,C1,Location 1
0.77,November,11kV,5891,1434,C1,Location 1
0.08,November,11kV,5891,13800,C1,Location 1
0.32,November,11kV,1597,1325,C2,Location 1
0.12,November,11kV,307,683,C2,Location 1
0.42,November,LV,463,126,D2,Location 3
0.33,November,11kV,263,336,C1,Location 2
13.08,November,LV,32,0,D2,Location 2
1.7,November,LV,76,6,D2,Location 6
0.05,November,11kV,4537,16560,C1,Location 1
0.1,November,33kV,7013,32190,A1,Location 2
0.2,November,33kV,16388,31070,A1,Location 7
0.12,November,33kV,11441,35325,A1,Location 3
0.08,November,33kV,21944,80663,A1,Location 7
0.58,November,LV,1,16,D1,Location 6
0.25,November,LV,142,164,D1,Location 7
2.83,November,LV,336,22,D2,Location 2
0.33,November,11kV,279,1091,C2,Location 6
0.58,November,LV,180,41,D1,Location 1
0.5,November,11kV,853,208,C1,Location 6
0.33,November,LV,68,18,D1,Location 3
2.58,November,11kV,2166,222,C2,Location 3
0.03,November,11kV,5047,34267,C1,Location 2
0.05,November,33kV,22052,175120,A1,Location 4
0.83,November,11kV,2166,692,C2,Location 3
0.28,November,11kV,3242,3736,C2,Location 7
0.17,November,11kV,1543,1059,C1,Location 6
0.02,November,33kV,26212,220900,A1,Location 3
0.03,November,33kV,26212,147267,A1,Location 3
0.23,November,33kV,8323,6139,A1,Location 1
0.83,November,LV,80,16,D1,Location 7
0.58,November,11kV,8835,3402,C1,Location 3
0.62,November,11kV,4522,1924,C1,Location 6
0.92,November,11kV,2173,347,C1,Location 6
1.05,November,11kV,4522,1136,C1,Location 6
0.12,November,11kV,2173,2658,C1,Location 6
2.45,November,11kV,1259,60,C2,Location 1
0.58,November,LV,150,22,D1,Location 1
0.77,November,33kV,16162,4262,A1,Location 2
0.52,November,11kV,4353,1633,C1,Location 3
1.88,November,11kV,1031,70,C1,Location 3
2.83,November,LV,202,10,D1,Location 2
0.03,November,11kV,1031,4367,C1,Location 3
0.82,November,11kV,4426,1983,C1,Location 7
0.13,November,11kV,2308,6300,C1,Location 7
12.05,November,11kV,913,40,C1,Location 7
12.37,November,11kV,184,89,C2,Location 7
0.5,November,LV,304,82,D1,Location 2
11.5,November,LV,70,1,D1,Location 2
0.03,November,11kV,4522,39767,C1,Location 6
0.1,November,11kV,3832,9100,C1,Location 6
1.67,November,11kV,2173,191,C2,Location 6
0.02,November,11kV,3832,45500,C1,Location 6
0.18,November,11kV,3832,5056,B4,Location 6
3.85,November,LV,76,3,D2,Location 6
0.02,November,33kV,11441,211950,A1,Location 3
0.58,November,LV,81,22,D1,Location 2
0.25,November,33kV,25767,13856,A1,Location 1
0.23,November,11kV,2,4991,C1,Location 3
0.27,November,11kV,2,4252,C1,Location 3
0.2,November,33kV,14517,40080,A1,Location 7
0.2,November,33kV,1265,1570,A1,Location 7
1.67,November,LV,70,6,D1,Location 7
0.5,November,LV,80,24,D1,Location 1
0.08,November,33kV,25767,43300,A1,Location 1
2.4,November,LV,325,26,D1,Location 4
1.27,November,LV,325,50,D1,Location 4
0.48,November,11kV,4244,1788,C1,Location 7
0.13,November,11kV,475,800,C1,Location 7
0.42,November,11kV,475,248,C1,Location 7
0.27,November,11kV,1421,2985,C2,Location 1
0.67,November,LV,134,46,D2,Location 6
0.12,November,33kV,23006,48467,A1,Location 7
0.07,November,11kV,5487,25200,B1,Location 6
0.07,November,11kV,405,5300,B1,Location 6
0.02,November,33kV,7013,160950,A1,Location 2
0.33,November,LV,78,27,D1,Location 7
0.12,November,33kV,1265,2617,A1,Location 7
1.43,November,11kV,4291,1613,C1,Location 7
0.17,November,11kV,1,206,C1,Location 5
0.28,November,11kV,335,1175,C1,Location 7
0.13,November,11kV,802,1354,C1,Location 7
0.28,November,11kV,3154,4457,C1,Location 7
0.15,November,11kV,1137,6907,C1,Location 7
0.05,November,11kV,917,19880,C1,Location 7
0.13,November,33kV,12368,27731,A1,Location 1
1.07,November,33kV,12368,3369,A1,Location 1
0.5,November,LV,1,30,D1,Location 5
0.35,November,11kV,2055,1371,C1,Location 7
0.17,November,11kV,790,976,C1,Location 7
0.03,November,33kV,21944,215100,A1,Location 7
0.1,November,33kV,12368,36050,A1,Location 1
0.08,November,11kV,2621,7125,B1,Location 3
0.58,November,11kV,130,31,C1,Location 1
0.83,November,11kV,1,42,C1,Location 5
0.83,November,11kV,1,42,C2,Location 5
0.3,November,11kV,2542,3083,C2,Location 4
0.1,November,11kV,3336,5140,C1,Location 1
0.42,November,11kV,823,295,C1,Location 1
0.07,November,33kV,10389,57843,A1,Location 6
0.17,November,33kV,9978,14447,A1,Location 3
0.1,November,33kV,13393,24280,A1,Location 3
0.5,November,LV,68,12,D1,Location 7
0.17,November,33kV,11878,21771,A1,Location 2
1.33,November,11kV,244,44,C1,Location 4
0.5,November,LV,253,132,D2,Location 4
0.02,November,33kV,7013,160950,A1,Location 2
0.73,November,33kV,14517,10981,A1,Location 7
0.6,November,11kV,10034,5310,C1,Location 4
0.4,November,11kV,1420,553,C1,Location 4
0.52,November,11kV,3005,1912,C2,Location 5
0.27,November,11kV,983,1830,C2,Location 5
0.92,November,11kV,2055,522,B1,Location 7
2.4,November,11kV,790,69,B1,Location 7
0.43,November,11kV,3387,984,C1,Location 1
0.03,November,11kV,3387,14100,C1,Location 1
0.52,November,11kV,3227,1698,B1,Location 2
0.73,November,33kV,1265,430,A1,Location 7
1.33,November,LV,65,5,D1,Location 3
0.33,November,11kV,289,155,C1,Location 7
1.6,November,11kV,1078,119,C2,Location 4
3.62,November,11kV,675,271,C1,Location 6
1,November,11kV,2490,714,C2,Location 6
0.42,November,11kV,5867,2314,C1,Location 2
0.18,November,33kV,1265,1744,A1,Location 7
0.05,November,33kV,9978,49120,A1,Location 3
0.73,November,LV,49,7,D1,Location 2
1.13,November,11kV,2,287,B4,Location 7
0.07,November,33kV,1265,4486,A1,Location 7
0.02,November,11kV,3568,30050,C1,Location 2
0.42,November,11kV,5867,2314,C1,Location 2
4.85,November,11kV,1921,75,C2,Location 2
2.77,November,11kV,1921,131,C2,Location 2
0.15,November,LV,1,487,D1,Location 1
0.65,November,LV,1,112,D1,Location 1
0.58,November,LV,45,9,D1,Location 2
0.02,November,11kV,580,5850,B1,Location 2
0.02,November,11kV,1386,103700,B1,Location 2
0.02,November,11kV,5047,51400,B1,Location 2
0.25,November,11kV,4023,2648,C2,Location 1
0.02,November,11kV,5487,88200,C1,Location 6
0.58,November,LV,59,7,D1,Location 3
0.5,November,11kV,4454,2366,C1,Location 6
0.58,November,LV,72,19,D1,Location 5
0.17,November,11kV,1736,11247,C1,Location 2
0.47,November,11kV,272,43,C1,Location 3
0.27,November,11kV,1082,800,C2,Location 4
2,November,11kV,13,456,C2,Location 7
0.55,November,11kV,1,64,C2,Location 5
1.28,November,11kV,1,27,C2,Location 5
1.52,November,11kV,355,24,C1,Location 6
0.4,November,11kV,2499,1413,C2,Location 6
0.02,November,11kV,992,15750,C1,Location 4
0.45,November,11kV,3,1456,C1,Location 2
0.47,November,11kV,568,194,C1,Location 2
0.5,November,LV,1,16,D1,Location 1
0.92,November,LV,69,5,D2,Location 6
1.17,November,LV,70,9,D1,Location 3
0.62,November,LV,203,42,D1,Location 5
0.13,November,33kV,25767,26646,A1,Location 1
0.27,November,33kV,9945,11378,A1,Location 4
0.25,November,33kV,19774,22828,A1,Location 4
0.1,November,33kV,11441,42390,A1,Location 3
0.17,November,33kV,5719,11553,A1,Location 3
0.08,November,33kV,21944,80663,A1,Location 7
0.08,November,33kV,14517,100200,A1,Location 7
0.08,November,33kV,16388,77675,A1,Location 7
0.05,November,33kV,7013,64380,A1,Location 2
0.83,November,LV,56,7,D1,Location 6
0.2,November,LV,56,30,D2,Location 6
0.75,November,LV,73,16,D1,Location 6
0.67,November,LV,67,13,D1,Location 3
0.17,November,LV,71,71,D2,Location 6
0.3,November,11kV,10819,4127,C1,Location 1
3.45,November,11kV,1473,42,C2,Location 1
0.63,November,11kV,8278,1932,C1,Location 3
0.42,November,LV,78,33,D1,Location 1
0.33,November,11kV,929,236,C1,Location 1
0.67,November,11kV,268,30,C1,Location 3
0.02,November,33kV,7013,160950,A1,Location 2
0.02,November,33kV,7013,160950,A1,Location 2
0.02,November,33kV,7013,160950,A1,Location 2
0.02,November,33kV,7013,160950,A1,Location 2
0.02,November,33kV,7013,160950,A1,Location 2
0.02,November,33kV,7013,160950,A1,Location 2
0.02,November,11kV,5047,51400,C1,Location 2
0.03,November,33kV,11480,129667,A1,Location 2
0.02,November,33kV,11480,194500,A1,Location 2
6,November,33kV,0,0,A1,Location 2
0.02,November,11kV,1736,95600,C1,Location 2
0.02,November,11kV,1736,95600,C1,Location 2
0.05,November,33kV,8323,28240,A1,Location 1
0.02,November,33kV,8323,70600,A1,Location 1
0.02,November,33kV,8323,70600,A1,Location 1
0.02,November,33kV,8323,70600,A1,Location 1
0.32,November,33kV,0,0,A1,Location 1
0.23,November,33kV,0,0,A1,Location 1
0.05,November,33kV,0,0,A1,Location 1
0.02,November,33kV,0,0,A1,Location 1
0.02,November,33kV,0,0,A1,Location 1
0.02,November,33kV,0,0,A1,Location 1
0.17,November,33kV,25767,20376,A1,Location 1
0.02,November,33kV,25767,173200,A1,Location 1
0.05,November,33kV,25767,69280,A1,Location 1
0.02,November,33kV,25767,173200,A1,Location 1
0.02,November,33kV,12368,180250,A1,Location 1
0.17,November,33kV,12368,21206,A1,Location 1
0.02,November,33kV,12368,180250,A1,Location 1
0.02,November,33kV,12368,180250,A1,Location 1
0.02,November,33kV,24039,196450,A1,Location 1
0.02,November,33kV,24039,196450,A1,Location 1
0.02,November,33kV,24039,196450,A1,Location 1
0.02,November,33kV,20468,291250,A1,Location 7
0.02,November,33kV,20468,291250,A1,Location 7
0.02,November,33kV,20468,291250,A1,Location 7
0.02,November,33kV,20468,291250,A1,Location 7
0.08,November,33kV,20468,72813,A1,Location 7
0.02,November,33kV,20468,291250,A1,Location 7
0.02,November,33kV,20468,291250,A1,Location 7
0.02,November,33kV,20468,291250,A1,Location 7
0.1,November,33kV,20468,58250,A1,Location 7
0.02,November,33kV,20468,291250,A1,Location 7
0.02,November,33kV,5733,92000,A1,Location 2
0.02,November,33kV,5733,92000,A1,Location 2
0.05,November,33kV,5733,36800,A1,Location 2
0.02,November,33kV,5733,92000,A1,Location 2
0.02,November,33kV,5733,92000,A1,Location 2
0.02,November,33kV,5733,92000,A1,Location 2
0.02,November,33kV,5733,92000,A1,Location 2
0.02,November,33kV,5733,92000,A1,Location 2
0.02,November,33kV,21944,322650,A1,Location 7
0.02,November,33kV,21944,322650,A1,Location 7
0.03,November,33kV,21944,215100,A1,Location 7
0.02,November,33kV,21944,322650,A1,Location 7
0.02,November,33kV,21944,322650,A1,Location 7
0.02,November,33kV,21944,322650,A1,Location 7
0.02,November,33kV,21944,322650,A1,Location 7
0.02,November,33kV,21944,322650,A1,Location 7
0.02,November,11kV,5487,88200,C1,Location 6
0.08,November,11kV,5921,18450,C1,Location 6
0.02,November,11kV,5921,73800,C1,Location 6
0.02,November,11kV,4996,63550,C1,Location 6
0.02,November,11kV,4996,63550,C1,Location 6
0.03,November,11kV,4996,42367,C1,Location 6
0.02,November,11kV,675,49050,C1,Location 6
0.02,November,11kV,675,49050,C1,Location 6
0.08,November,11kV,675,12263,C1,Location 6
0.02,November,33kV,18937,245650,A1,Location 6
0.23,November,33kV,18937,21361,A1,Location 6
0.07,November,33kV,18937,70186,A1,Location 6
0.02,November,33kV,18937,245650,A1,Location 6
0.02,November,33kV,10389,202450,A1,Location 6
0.02,November,33kV,10389,202450,A1,Location 6
3.03,November,33kV,10389,1336,A1,Location 6
0.02,November,11kV,6772,64900,C1,Location 6
0.03,November,11kV,6772,43267,C1,Location 6
0.02,November,11kV,6772,64900,C1,Location 6
0.02,November,11kV,619,5750,C1,Location 6
0.02,November,11kV,619,5750,C1,Location 6
0.02,November,11kV,9040,104400,C1,Location 6
0.02,November,11kV,9040,104400,C1,Location 6
0.02,November,11kV,9040,104400,C1,Location 6
0.05,November,33kV,13373,99020,A1,Location 6
0.02,November,33kV,13373,247550,A1,Location 6
0.07,November,33kV,13373,70729,A1,Location 6
0.02,November,11kV,3605,74500,C1,Location 6
0.02,November,11kV,3605,74500,C1,Location 6
0.03,November,11kV,432,28600,C1,Location 6
0.02,November,11kV,8191,64600,C1,Location 6
0.02,November,11kV,8191,64600,C1,Location 6
0.02,November,11kV,8191,64600,C1,Location 6
0.02,November,11kV,8191,64600,C1,Location 6
0.02,November,11kV,8191,64600,C1,Location 6
0.02,November,11kV,8191,64600,C1,Location 6
0.02,November,11kV,4522,59650,C1,Location 6
0.02,November,11kV,4522,59650,C1,Location 6
0.18,November,11kV,4522,6628,C1,Location 6
0.12,November,11kV,4522,9942,C1,Location 6
0.05,November,33kV,20796,141420,A1,Location 5
0.03,November,33kV,22052,291867,A1,Location 4
0.03,November,33kV,22052,291867,A1,Location 4
0.03,November,33kV,22052,291867,A1,Location 4
0.02,November,33kV,22052,437800,A1,Location 4
0.03,November,33kV,22052,291867,A1,Location 4
0.02,November,33kV,17726,212050,A1,Location 4
0.02,November,33kV,9945,153600,A1,Location 4
0.03,November,33kV,9945,102400,A1,Location 4
0.03,November,33kV,9945,102400,A1,Location 4
0.02,November,33kV,9945,153600,A1,Location 4
0.02,November,33kV,9945,153600,A1,Location 4
0.03,November,33kV,9945,102400,A1,Location 4
0.07,November,33kV,11588,91671,A1,Location 6
0.05,November,33kV,11588,128340,A1,Location 6
0.05,November,33kV,11588,128340,A1,Location 6
0.03,November,33kV,11588,213900,A1,Location 6
0.02,November,33kV,11588,320850,A1,Location 6
0.02,November,33kV,11588,320850,A1,Location 6
0.02,November,33kV,12951,219000,A1,Location 6
0.03,November,33kV,12951,146000,A1,Location 6
0.07,November,33kV,13373,70729,A1,Location 6
0.05,November,33kV,13393,48560,A1,Location 3
0.05,November,33kV,13393,48560,A1,Location 3
0.02,November,33kV,13393,121400,A1,Location 3
0.02,November,33kV,13393,121400,A1,Location 3
0.03,November,33kV,13393,80933,A1,Location 3
0.02,November,33kV,13393,121400,A1,Location 3
0.02,November,33kV,13393,121400,A1,Location 3
0.33,November,33kV,13393,7358,A1,Location 3
0.02,November,33kV,5719,98200,A1,Location 3
0.03,November,33kV,5719,65467,A1,Location 3
0.07,November,33kV,5719,28057,A1,Location 3
0.03,November,33kV,5719,65467,A1,Location 3
0.02,November,33kV,5719,98200,A1,Location 3
0.03,November,33kV,9978,81867,A1,Location 3
0.02,November,33kV,9978,122800,A1,Location 3
0.02,November,33kV,9978,122800,A1,Location 3
0.02,November,33kV,9978,122800,A1,Location 3
0.02,November,33kV,9978,122800,A1,Location 3
0.45,November,33kV,9978,5458,A1,Location 3
0.02,November,33kV,26212,220900,A1,Location 3
0.1,November,33kV,26212,44180,A1,Location 3
0.03,November,33kV,26212,147267,A1,Location 3
0.07,November,33kV,26212,63114,A1,Location 3
0.02,November,33kV,26212,220900,A1,Location 3
0.33,December,LV,77,33,D1,Location 3
0.42,December,LV,77,26,D1,Location 3
0.27,December,11kV,5867,3600,C1,Location 2
0.5,December,33kV,25767,6928,A1,Location 1
0.37,December,33kV,12368,9743,A1,Location 1
0.62,December,33kV,9945,4955,A1,Location 4
0.35,December,33kV,20796,20203,A1,Location 5
0.5,December,33kV,11441,8478,A1,Location 3
0.47,December,33kV,9255,4166,A1,Location 3
0.45,December,33kV,9978,5458,A1,Location 3
0.58,December,33kV,21944,11126,A1,Location 7
0.6,December,33kV,16388,10357,A1,Location 7
0.4,December,33kV,16162,8205,A1,Location 2
0.58,December,33kV,5872,4817,A1,Location 2
0.63,December,33kV,11878,5875,A1,Location 2
0.58,December,11kV,5867,1676,C1,Location 2
0.5,December,LV,58,10,D1,Location 1
0.03,December,33kV,20796,235700,A1,Location 5
0.02,December,33kV,17726,212050,A1,Location 4
0.5,December,LV,293,96,D1,Location 3
0.33,December,LV,443,209,D1,Location 4
0.5,December,LV,142,82,D1,Location 7
0.52,December,LV,61,77,D2,Location 5
0.5,December,LV,69,12,D1,Location 3
0.33,December,LV,114,85,D2,Location 1
0.15,December,33kV,2621,3800,A1,Location 3
0.1,December,33kV,5872,27940,A1,Location 2
0.33,December,11kV,122,94,C1,Location 6
0.55,December,11kV,5644,2315,C1,Location 7
0.33,December,11kV,1359,2336,B4,Location 7
0.05,December,33kV,2621,11400,A1,Location 3
4.67,December,11kV,3798,149,C2,Location 6
0.03,December,33kV,20796,235700,A1,Location 5
0.02,December,11kV,8401,139050,C1,Location 5
0.08,December,33kV,24039,49113,A1,Location 1
1,December,11kV,3088,1766,C1,Location 6
0.27,December,33kV,21944,23900,A1,Location 7
0.5,December,11kV,126,24,C1,Location 3
4.35,December,11kV,1162,66,B4,Location 7
2.23,December,11kV,1420,99,B4,Location 4
1.55,December,11kV,3,85,C1,Location 7
0.28,December,33kV,8323,5043,A1,Location 1
0.28,December,33kV,24039,14032,A1,Location 1
0.28,December,33kV,12368,12875,A1,Location 1
0.17,December,33kV,21944,37959,A1,Location 7
0.02,December,33kV,21944,322650,A1,Location 7
0.23,December,11kV,289,157,C1,Location 5
0.5,December,11kV,450,142,C1,Location 2
0.5,December,11kV,1021,344,C1,Location 2
0.5,December,LV,77,20,D1,Location 2
0.33,December,11kV,1557,2161,C1,Location 7
0.58,December,11kV,130,31,C1,Location 1
0.5,December,11kV,264,108,C1,Location 2
0.2,December,11kV,1386,10370,C1,Location 2
0.37,December,11kV,1,405,C1,Location 2
0.83,December,11kV,1,181,C2,Location 2
1.67,December,LV,72,5,D2,Location 2
0.25,December,LV,80,52,D1,Location 7
0.67,December,11kV,597,124,C1,Location 6
0.65,December,LV,234,49,D2,Location 6
1,December,11kV,731,89,C1,Location 6
0.93,December,33kV,25767,3725,A1,Location 1
1.33,December,11kV,12343,1980,C1,Location 5
0.17,December,11kV,85,35,C1,Location 3
0.33,December,LV,74,27,D1,Location 2
0.75,December,LV,82,16,D1,Location 2
0.5,December,11kV,213,72,C1,Location 6
0.05,December,33kV,8323,28240,A1,Location 1
3.53,December,LV,66,2,D2,Location 2
0.58,December,LV,163,48,D2,Location 6
0.3,December,11kV,4807,2880,C1,Location 1
0.25,December,11kV,2615,928,C1,Location 1
1.67,December,11kV,306,16,C1,Location 1
0.03,December,33kV,9978,81867,A1,Location 3
0.47,December,33kV,12368,7670,A1,Location 1
0.5,December,11kV,698,158,C1,Location 6
0.33,December,11kV,4448,1858,C1,Location 3
0.27,December,11kV,293,93,C1,Location 3
0.58,December,11kV,177,33,C1,Location 3
0.42,December,11kV,2,14,C1,Location 7
0.42,December,LV,187,88,D1,Location 6
0.25,December,LV,187,148,D2,Location 6
0.38,December,LV,187,97,D2,Location 6
0.05,December,33kV,20796,141420,A1,Location 5
0.2,December,11kV,3214,6515,C1,Location 5
0.35,December,11kV,1913,1417,C1,Location 5
0.83,December,11kV,1913,598,C1,Location 5
0.3,December,11kV,1104,570,C1,Location 2
2.25,December,11kV,1104,76,C2,Location 2
0.5,December,LV,76,14,D1,Location 3
0.33,December,11kV,2,3479,C1,Location 3
0.5,December,LV,146,34,D1,Location 7
0.03,December,33kV,24039,130967,A1,Location 1
0.15,December,11kV,7966,12647,C1,Location 5
1.43,December,11kV,1497,223,C1,Location 5
1.42,December,11kV,12343,1854,C2,Location 5
0.5,December,LV,68,14,D1,Location 3
0.58,December,LV,65,14,D2,Location 2
0.37,December,11kV,8220,5543,C1,Location 7
0.15,December,11kV,4928,8653,C1,Location 7
1,December,11kV,2276,391,C1,Location 7
0.13,December,11kV,2276,3008,C1,Location 7
0.02,December,11kV,5429,99300,C1,Location 5
0.02,December,11kV,8401,139050,C1,Location 5
0.45,December,11kV,1842,2378,C1,Location 3
0.03,December,11kV,5047,34267,C1,Location 2
0.13,December,11kV,1842,8231,C1,Location 3
0.27,December,11kV,6078,5952,C1,Location 2
0.67,December,11kV,5487,2633,C1,Location 6
0.07,December,11kV,4297,14671,C1,Location 6
0.38,December,11kV,2812,2489,C1,Location 6
1.5,December,11kV,2675,545,C1,Location 6
0.05,December,11kV,4297,20540,C1,Location 6
0.38,December,11kV,1781,1345,C1,Location 6
1.65,December,11kV,1031,264,C1,Location 6
0.65,December,11kV,1807,1062,C1,Location 6
2.75,December,11kV,1031,158,C1,Location 6
2.5,December,11kV,1807,276,C1,Location 6
0.37,December,11kV,4807,2335,C1,Location 1
0.97,December,11kV,2615,239,C1,Location 1
13.27,December,11kV,354,4,C1,Location 6
